ID,Title,Content,Date,Permalink,Image URL,wpcf-award_name,wpcf-award-year,wpcf-awardee_fname,wpcf-awardee_lname,wpcf-awardee_institution,wpcf-awardee_description,wpcf-awardee_image,Slug,Status
14929,"Craik, David J.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/craik-david-j/,,hirschmann,2011,David J.,Craik,The University of Queensland,"<p>David Craik is a Professor at the Institute for Molecular Bioscience, The University of Queensland. He obtained his PhD in organic chemistry from La Trobe University in Melbourne, Australia (1981) and undertook postdoctoral studies at Florida State and Syracuse Universities before taking up a lectureship at the Victorian College of Pharmacy in 1983.</p>
<p>David was appointed Professor of Medicinal Chemistry and head of School in 1988. He moved to University of Queensland in 1995 to set up a new biomolecular NMR laboratory. His research focuses on peptides in drug design, and on toxins, including conotoxins. His group has a particular focus on structural studies of disulfide-rich proteins, and on the discovery and applications of cyclic peptides and novel peptide topologies. He has trained 60 PhD students and is the author of more than 550 scientific publications.</p>",https://americanpeptidesociety.org/wp-content/uploads/2019/08/craik_david.jpg,craik-david-j,publish
14930,"Benkovic, Stephen J.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/benkovic-stephen-j/,,hirschmann,2010,Stephen J.,Benkovic,The Pennsylvania State University,,,benkovic-stephen-j,publish
14931,"Meldal, Morten P.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/meldal-morten-p/,,hirschmann,2009,Morten P.,Meldal,University of Copenhagen,,,meldal-morten-p,publish
14932,"DeGrado, William F.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/degrado-william-f-3/,,hirschmann,2008,William F.,DeGrado,University of Pennsylvania,,,degrado-william-f-3,publish
14933,"Gellman, Samuel H.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/gellman-samuel-h-3/,,hirschmann,2007,Samuel H.,Gellman,University of Wisconsin at Madison,,,gellman-samuel-h-3,publish
14934,"Barany, George",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/barany-george-3/,,hirschmann,2006,George,Barany,University of Minnesota at Minneapolis,"<p>George Barany, recipient of the 2006 Hirschmann Award, has been a professor in the Department of Chemistry at the University of Minnesota since 1980 and is currently a Distinguished McKnight University Professor. He was born in Hungary in 1955 and immigrated with his family to the United States in 1960. He attended Stuyvesant High School in New York City, and continued directly to The Rockefeller University where he started his graduate studies in 1971 with Professor Bruce Merrifield. He published his first paper in 1973 on the synthesis of an ATP-binding peptide and earned his doctorate in 1977 for development of the dithiasuccinoyl, Dts, protecting group.</p>
<p>Dr. Barany is internationally recognized for his pioneering development of mild methods for solid-phase synthesis of peptides, the co-invention of DNA-on-a-chip technology, and the introduction of the concept of orthogonality into organic chemistry and chemical biology. His research interests encompass peptide synthesis, protecting groups for organic functionalities, the chemistry of thiols, disulfides, and polysulfanes, functionalization of soluble and insoluble polymers, methods for preparation of chemical combinatorial libraries, and the mechanisms of protein folding including the design and synthesis of constructs that autonomously fold in aqueous media.</p>
<p>Professor Barany's ground-breaking research is described in nearly 370 scientific publications, including a number of seminal review articles, and numerous patents which span the fields of peptide synthesis resin supports, PEG-PS, CLEAR, peptide synthesis reagents and protecting groups, PAL, HAL,XAL, BAL, Clear-OX, technologies for the synthesis of antisense ,phosphorothioate, DNA and RNA, and universal DNA arrays for detection of genetic diseases. His inventions have netted nearly $1.4 million in royalties and licensing fees to the University of Minnesota. Interestingly, Dr. Barany synthesized the active ingredient of garlic, and collaborated to show its chemopreventive properties.</p>
<p>While at Minnesota, Professor Barany has mentored approximately 60 graduate and post-doctoral students, and over 100 undergraduates. Many of his protégés have gone on to prominence as independent scientists in academia, industry, biotechnology, and government, and several of them have received prestigious awards of their own.</p>
<p>George Barany received the Vincent du Vigneaud Award for outstanding achievements in peptide research in 1994, and the Ralph F. Hirschmann Award in Peptide Chemistry from the American Chemical Society in 2006. He served a six-year term on the Council of the American Peptide Society, and in 1999 was co-chair of the Sixteenth American Peptide Symposium held in Minneapolis.</p>",https://americanpeptidesociety.org/wp-content/uploads/2019/08/barany_george.jpg,barany-george-3,publish
14935,"Tam, James P.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/tam-james-p-4/,,hirschmann,2005,James P.,Tam,Scripps Research Institute,,,tam-james-p-4,publish
14936,"Houghten, Richard A.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/houghten-richard-a-3/,,hirschmann,2004,Richard A.,Houghten,Torrey Pines Institute for Molecular Studies,,,houghten-richard-a-3,publish
14937,"Hirschmann, Roger M.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/hirschmann-roger-m/,,hirschmann,2003,Roger M.,Freidinger,Merck Research Laboratories,,,hirschmann-roger-m,publish
14938,"Hruby, Victor J.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/?post_type=award&p=14938,,hirschmann,2002,Victor J.,Hruby,University of Arizona,,,hruby-victor-j-3,pending
14939,"Veber, Daniel F.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/veber-daniel-f-2/,,hirschmann,2001,Daniel F.,Veber,SmithKline Beecham Pharmaceuticals,,,veber-daniel-f-2,publish
14940,"Kemp, Daniel S.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/kemp-daniel-s/,,hirschmann,2000,Daniel S.,Kemp,Massachusetts Institute of Technology,,,kemp-daniel-s,publish
14941,"Scheraga, Harold A.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/scheraga-harold-a/,,hirschmann,1999,Harold A.,Scheraga,Cornell University,,,scheraga-harold-a,publish
14942,"Karle, Isabella",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/karle-isabella-2/,,hirschmann,1998,Isabella,Karle,Naval Research Laboratory,,,karle-isabella-2,publish
14943,"Goodman, Murray",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/goodman-murray-2/,,hirschmann,1997,Murray,Goodman,University of California at San Diego,,,goodman-murray-2,publish
14944,"Clarke, Steven G.",,2023-11-10 20:16:01,https://americanpeptidesociety.org/award/clarke-steven-g/,,hirschmann,1996,Steven G.,Clarke,University of California at Los Angeles,,,clarke-steven-g,publish
14945,"Sakakibara, Shumpei",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/sakakibara-shumpei-2/,,hirschmann,1995,Shumpei,Sakakibara,"Peptide Institute, Inc.",,,sakakibara-shumpei-2,publish
14946,"Kent, Stephen B. H.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/kent-stephen-b-h-3/,,hirschmann,1994,Stephen B. H.,Kent,Scripps Research Institute,,,kent-stephen-b-h-3,publish
14947,"Ricoh, Daniel H.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/ricoh-daniel-h/,,hirschmann,1993,Daniel H.,Ricoh,University of Wisconsin at Madison,,,ricoh-daniel-h,publish
14948,"Carpino, Louis A.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/carpino-louis-a/,,hirschmann,1992,Louis A.,Carpino,University of Massachusetts at Amherst,,,carpino-louis-a,publish
14949,"Blout, Elkan R.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/blout-elkan-r/,,hirschmann,1991,Elkan R.,Blout,Harvard Medical School,,,blout-elkan-r,publish
14950,"Merrifield, Bruce",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/merrifield-bruce-2/,,hirschmann,1990,Bruce,Merrifield,The Rockefeller University,,,merrifield-bruce-2,publish
14951,"Tal-Gan, Yftah",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/tal-gan-yftah/,,aps,2020,Yftah,Tal-Gan,"University of Nevada, Reno","<p>Professor Yftah Tal-Gan received his B.S. from the Hebrew University of Jerusalem. He then worked on his M.S. and Ph.D. in Organic Chemistry at the Hebrew University of Jerusalem, in the groups of Professor Chaim Gilon and Professor Alexander Levitzki. His doctoral dissertation was on the development of new peptide-based inhibitors of Protein Kinase B (PKB/Akt) as potential drugs for Cancer. Upon completion of his Ph.D. work, Yftah joined the laboratory of Professor Helen Blackwell at University of Wisconsin-Madison as a Postdoctoral Research Associate working on the development of peptide-based tools and materials to study quorum sensing in <em>Staphylococcus aureus</em>. In 2014 Yftah joined the Chemistry Department at the University of Nevada, Reno as an Assistant Professor in Chemical Biology and as of July 1, 2020 he was promoted to the Associate Professor rank.</p>
<p>Since joining the University of Nevada, Reno, Yftah has established a chemical biology research program with the overarching goal of developing and utilizing peptide-based probes to study bacterial communication pathways and their role in bacterial pathogenesis and inter-species competition. This research program is multidisciplinary and spans from organic synthesis and analytical characterization, to biological screening, structural determination of biomacromolecules, and molecular microbiology. Current projects in the lab are funded by two National Institutes of Health (NIH) and one National Science Foundation (NSF) grants, and resulted in 20 papers from the lab.</p>",https://americanpeptidesociety.org/wp-content/uploads/2020/07/Yftah-Tal-Gan_photo.jpg,tal-gan-yftah,publish
14952,"Schepartz, Alanna",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/schepartz-alanna/,,hirschmann,2020,Alanna,Schepartz,"University of California, Berkeley",,,schepartz-alanna,publish
14953,"Balaram, Padmanabhan",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/balaram-padmanabhan/,,merrifield,2021,Padmanabhan,Balaram,"Indian Institute of Science, Bangalore, India","<p>Padmanabhan Balaram was on the faculty of the Molecular Biophysics Unit, Indian Institute of Science, Bangalore, India for most of his scientific career from 1973-2014. He is currently a Chair Professor at the National Centre for Biological Sciences, Bangalore. He was educated at the Fergusson College, Pune (BSc), Indian Institute of Technology Kanpur, and Carnegie-Mellon University Pittsburgh (Ph.D.). After a post-doctoral year with R. B. Woodward, at Harvard, he returned to Bangalore to join a department newly created by G. N. Ramachandran, a pioneer in the study of polypeptide conformations.</p>
<p>Balaram’s early research focused on the membrane active peptide alamethicin, leading to a long-standing interest in the conformational restrictions on backbone folding promoted by the unusual residue alpha aminoisobutyric acid (Aib). The facile formation of 310-helical structures in Aib peptides was established by his studies in the late 1970s. His research on the use of conformational constraints to direct peptide backbone folding led to the characterization in solution and in crystals of designed synthetic sequences
that mimic secondary structures found in proteins. The use of D-Pro residues in nucleating beta-hairpin formation, the design of multistranded sheets, and the use of beta and gamma amino acid residues in generating hybrid helices were reported from his laboratory in the 1990s. </p>
<p>His laboratory has contributed to studies of the enzyme triosephosphate isomerase from <em>plasmodium falciparum</em> and more recently in the mass spectrometric and transcriptome based characterization of disulfide-rich peptides from marine cone snail venom. He has mentored and trained a large number of graduate students and post-doctoral fellows.</p>",https://americanpeptidesociety.org/wp-content/uploads/2023/11/balaram_padmanabhan_new_23.jpg,balaram-padmanabhan,publish
14954,"Schepartz, Alanna",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/schepartz-alanna-2/,,duvigneaud,2021,Alanna,Schepartz,"University of California, Berkeley","<p>Alanna Schepartz obtained her undergraduate education in chemistry at the State University of New York, Albany. She earned a Ph.D. from Columbia University under the direction of Ronald Breslow, and spent two years as an NIH Postdoctoral Fellow at Caltech working with Peter Dervan. In 1988, she joined the faculty at Yale University. She was promoted to the rank of Professor in 1995, named the Milton Harris ’29 Ph.D. Professor in 2000, and in 2017 was named a Sterling Professor, Yale’s highest faculty honor. In 2019 Professor Schepartz and her laboratory moved to the University of California, Berkeley where she is currently the C.Z. and Irmgard Chu Distinguished Chair of Chemistry and Professor of Molecular and Cell Biology. </p>
<p>Alanna Schepart’z research group is broadly interested in understanding the chemistry that governs how complex cellular machines function, devising tools to probe that function, and applying that knowledge to design or discover new molecules–both small and large–with unique or useful properties. She is particularly well known for pioneering and creative development and application of -and -peptides to explore and expand the chemistry in biology. Her honors include a Packard Fellowship in Science and Engineering, an NSF Presidential Young Investigator Award, the Eli Lilly Award in Biological Chemistry, an ACS Cope Scholar Award, the ACS Chemical Biology Prize, the Ralph F. Hirschmann Award in Peptide Chemistry, the Ronald Breslow Award for Achievement in Biomimetic Chemistry, the Frank H. Westheimer Prize, and the Wheland Medal. She is a member of the American Academy of Arts and Sciences and the National Academy of Sciences.</p>",https://americanpeptidesociety.org/wp-content/uploads/2020/11/Schepartz-e1605627727899.jpg,schepartz-alanna-2,publish
14955,"Schneider, Joel",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/schneider-joel/,,duvigneaud,2021,Joel,Schneider,"Center for Cancer Research, National Cancer Institute","<p>Dr. Joel Schneider received his B.Sc. in chemistry at the University of Akron in 1991 before moving to Texas A&M University for a Ph.D. in chemistry developing beta-sheet peptide mimetics to study the mechanisms leading to amyloid formation. He then pursued post-doctoral studies in the laboratory of William DeGrado at the University of Pennsylvania where he applied the principles of protein de novo design to study helical ion channels, coiled coils and bundles. He started his independent career at the University of Delaware in 1999 in the Department of Chemistry and Biochemistry and later took a secondary appointment in the Materials Science and Engineering Department.  He rose through the ranks to full professor and was then recruited in 2009 to the National Cancer Institute (NCI) to build their newly formed Chemical Biology Laboratory.  Currently, he serves as the Chief of Chemical Biology and Deputy Director of Basic Science in the Center for Cancer Research, NCI </p>
<p>Dr. Schneider's lab develops injectable hydrogel materials, bioadhesives, and cellular delivery vehicles capable of administering therapeutics locally to tissue. He is particularly interested in peptide and protein-based hydrogel materials formed by self-assembly mechanisms. His work spans molecular design, materials synthesis, nano- and bulk mechanical materials characterization, cell-material interactions, biocompatibility, and assessment of performance efficacy. In addition to developing materials towards clinical applications, his group studies the mechanisms by which materials form, their structures at all length-scales and determines how their molecule structure influences their mechanical and biological properties.  His basic research establishes how material composition and structure influences material function.</p>",https://americanpeptidesociety.org/wp-content/uploads/2020/11/Schneider-e1605627552992.jpg,schneider-joel,publish
14956,"Chmielewski, Jean",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/chmielewski-jean-2/,,goodman,2021,Jean,Chmielewski,Purdue University,"<p>Jean Chmielewski completed her Ph.D. in Bioorganic Chemistry with Ronald Breslow at Columbia University.   She joined the labs of E. T. Kaiser of Rockefeller University and, subsequently, Peter Schultz of the University of California, Berkeley for NIH postdoctoral fellowships in Chemical Biology.    After postdoctoral appointments, she was recruited to the faculty in the Chemistry Department of Purdue University in 1990 where she is now the AW Kramer Distinguished Professor of Chemistry and a faculty member in the Weldon School of Biomedical Engineering.<p/>
<p>Chmielewski has won numerous awards for her research, including the Arthur C. Cope Scholar Award and the Edward Leete Award, both from the American Chemical Society, the Agnes Fay Morgan Research Award from Iota Sigma Pi, and the Vincent du Vigneaud Award from the American Peptide Society.  She has also been honored many times for her teaching, including the Charles R. Murphy Award the highest teaching award of Purdue University, and for her efforts in diversity, including the Stanley C. Israel Award for Advancing Diversity from the American Chemical Society. She is a fellow of the American Association for the Advancement of Science and a member of the Teaching Academy of Purdue University.  <p/>
<p>She was a pioneer in the development of peptide-based agents to disrupt protein-protein interactions, and her current research interests include the design of novel peptide biomaterials for regenerative medicine, the design of cationic polyproline antibiotics that target intracellular pathogenic bacteria, and the development of agents that modulate drug efflux transporters.</p>",https://americanpeptidesociety.org/wp-content/uploads/2021/01/Chmielewski_goodman21-e1609809315151.jpg,chmielewski-jean-2,publish
14957,"Pentelute, Bradley L.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/pentelute-bradley-l/,,makineni,2021,Bradley L.,Pentelute,Massachusetts Institute of Technology,"<p>Bradley L. Pentelute is an Associate Professor of Chemistry at Massachusetts Institute of Technology. He is also an Associate Member, Broad Institute of Harvard and MIT, an Extramural Member of the MIT Koch Cancer Institute, and Member, Center for Environmental Health Sciences MIT. He received his undergraduate degree in Psychology and Chemistry from the University of Southern California, and his M.S and Ph.D. in Organic Chemistry from the University of Chicago with Prof. Steve Kent.  He was a postdoctoral fellow in the laboratory of Dr. R. John Collier at Harvard Medical School, Microbiology.  </p>
<p>Professor Pentelute’s research program lies at the intersection of chemistry and biology. The main research directions in his lab entail building fast flow technologies for the rapid production of proteins and cell penetrating biopolymers while employing computational design, combinatorial peptide library affinity selection methods, and high-throughput mass sequencing to identify functional peptide-based binders to protein targets. </p>",https://americanpeptidesociety.org/wp-content/uploads/2021/04/Pentelute-photo-for-website-e1618174633467.jpg,pentelute-bradley-l,publish
14958,"Proulx, Caroline",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/proulx-caroline/,,aps,2021,Caroline,Proulx,North Carolina State University,"<p>Dr. Caroline Proulx is an assistant professor in the Department of Chemistry at North Carolina State University. She received her Hon. B.Sc. in Biopharmaceutical Sciences (Medicinal Chemistry) from the University of Ottawa in 2007. In 2012, she obtained her Ph.D. in Chemistry from the University of Montreal under the guidance of Prof. William D. Lubell, where she developed new methods for azapeptide synthesis. From 2012-2016, she was an NSERC postdoctoral fellow at the Molecular Foundry, Lawrence Berkeley National Laboratory, working with Dr. Ronald N. Zuckermann on peptoid synthesis and self-assembly. She joined the faculty at North Carolina State University as an assistant professor in July 2016. </p>
<p>Dr. Proulx’s current research interests lie primarily in the development of synthetic methods to access new classes of conformationally constrained peptides and peptidomimetics, with applications in medicinal chemistry and chemical biology. In 2018, the Proulx lab disclosed a new strategy for oxime ligations under mild conditions, featuring the chemoselective oxidation of tunable <em>N</em>-aryl peptide precursors to give reactive <span>ɑ</span>-imino amide intermediates. They later demonstrated that C<span>ɑ</span>-substituted <em>N</em>-aryl peptides could also undergo oxidative couplings with <span>ɑ</span>-nucleophiles, significantly expanding the scope and utility of this methodology. In addition, the Proulx lab has a continued interest in the design, synthesis, and conformational analysis of backbone-modified peptidomimetics, including <em>N</em>-substituted glycines (peptoids) and azapeptides. Dr. Proulx received the LeRoy and Elva Martin Teaching Award from NCSU in 2020, and more recently an NSF CAREER award in 2021. </p>",https://americanpeptidesociety.org/wp-content/uploads/2021/05/ProulxCaroline.jpg,proulx-caroline,publish
14959,"Kelly, Jeffery W.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/kelly-jeffery-w-3/,,duvigneaud,2008,Jeffery W.,Kelly,Scripps Research,,,kelly-jeffery-w-3,publish
14960,"DeGrado, William F.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/degrado-william-f-4/,,duvigneaud,1988,William F.,DeGrado,DuPont Central Research,,,degrado-william-f-4,publish
14961,"Stupp, Samuel",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/stupp-samuel/,,hirschmann,2022,Samuel,Stupp,Northwestern University,,,stupp-samuel,publish
14962,"Chou, Danny",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/chou-danny/,,aps,2022,Danny,Chou,Stanford University,"<p>Danny Chou is an Assistant Professor of Pediatrics (Endocrinology and Diabetes) at Stanford University. He received his Ph.D. from Harvard University, working in the lab of Prof. Stuart Schreiber in 2011. His Ph.D. research involved the identification of suppressors of cytokine-induced apoptosis in pancreatic beta cells. He then moved to MIT, where he was a JDRF Postdoctoral Fellow in the Department of Chemical Engineering. He worked under the guidance of Profs. Robert Langer and Daniel Anderson, focusing on the development of glucose-responsive insulin derivatives. </p>
<p>Danny started his independent career in the Department of Biochemistry at the University of Utah in August 2014. At Utah, Danny's research focused on protein and peptide therapeutics for treating human diseases. In 2020, Danny moved his research lab to Stanford University to continue their efforts in developing novel peptide therapeutics. </p>
<p>The main research direction of the Chou lab is to use synthetic and enzymatic methods to engineer peptides with enhanced therapeutic potential focusing on insulin, interleukins and natural products from cone snail venom. He has received recognitions including a BPS Young Investigator Award, JDRF Career Development Award, Vertex Scholar, JDRF Postdoctoral Fellow and ADA Junior Faculty Award.</p>",https://americanpeptidesociety.org/wp-content/uploads/2022/09/DannyChoucrop.jpeg-e1663270459342.jpg,chou-danny,publish
14963,"Gellman, Samuel H.",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/gellman-samuel-h-4/,,merrifield,2023,Sam,Gellman,University of Wisconsin - Madison,"<p>Sam Gellman is the Ralph F. Hirschmann Professor of Chemistry and a Vilas Research Professor at the University of Wisconsin - Madison.  He earned his A.B. from Harvard University in 1981 and his Ph.D. from Columbia University, under Ronald Breslow, in 1986.  After a post-doctoral fellowship at the California Institute of Technology with Peter Dervan, Gellman joined the faculty at the University of Wisconsin - Madison in 1987.  Major interests in Gellman's research program are focused on the structural and biological properties of peptides and proteins.  Specific topics include fundamental studies of non-covalent interactions that control polypeptide folding and association, development and application of unnatural oligomers that display protein-like conformational behavior (""foldamers""), creation of new amphiphiles for membrane protein manipulation, and development of biologically active polymers.</p>
<p>The accomplishments recognized by this award are those of the many talented and committed young scientists with whom Gellman has had the privilege to work. So far, this group includes 79 who have earned the Ph.D. and 32 who have completed post-doctoral studies in his laboratory. </p>
<p>Gellman was co-chair of the Peptides Gordon Research Conference in 2010. He served on the NIH Medicinal Chemistry Study Section 1999-2002 and on the NIGMS Advisory Council 2015-2018. Other service roles include the Board on Chemical Sciences and Technology (2015-2021) and the Board of Trustees of the Gordon Research Conferences (2020-2028). The work from Gellman’s laboratory has been recognized by honors including the Vincent du Vigneaud Award (2006) and the Makineni Lecture Award (2013) from the American Peptide Society, the Ralph F. Hirschmann Award in Peptide Chemistry (2007) and the Ronald Breslow Award in Biomimetic Chemistry (2014) from the American Chemical Society, and the Meienhofer Award (2019) from the Boulder Peptide Society. Gellman is a Member of the US National Academy of Sciences, a Foreign Member of the Hungarian Academy of Sciences, a Fellow of the American Academy of Arts & Sciences and a Fellow of the US National Academy of Inventors.</p>",https://americanpeptidesociety.org/wp-content/uploads/2019/08/gellman_samuel.jpg,gellman-samuel-h-4,publish
14964,"Wennemers, Helma",,2023-11-10 20:16:03,https://americanpeptidesociety.org/award/wennemers-helma/,,duvigneaud,2023,Helma,Wennemers,ETH Zurich,"<p>Helma Wennemers studied chemistry at the Johann-Wolfgang-Goethe University in Frankfurt before moving to Columbia University, New York where she received her PhD degree for graduate studies with W. Clark Still in 1996. Following two years as a JSPS postdoctoral fellow at Nagoya University with Hisashi Yamamoto, she joined the faculty of Basel University as the Bachem-endowed assistant professor in 1999 where she was promoted to associate professor (2004) and full professor (2011). Since 2011, she has been professor of chemistry at the ETH Zurich in the Laboratory of Organic Chemistry.</p>
<p>Helma Wennemers research group focuses on the development of peptides with functions that are fulfilled in nature by large macromolecules. She utilizes the power of synthesis to access functionalities that nature might not have had in the repertoire of building blocks. The focus is both on practical applications and an understanding of the properties of the peptides at the molecular level. This scope includes the development of peptides as asymmetric catalysts, functional collagen peptides, and peptidic scaffolds for applications in supramolecular and biological chemistry (e.g., cell-penetrating peptides, RNA recognition, and tumor targeting), and the controlled formation of metal nanoparticles. </p>
<p>Her work has been recognized by a number of awards, including the Leonidas Zervas Award from the European Peptide Society (2010), the Inhoffen Medal from the Helmholtz Center (2017), the Pedler Award from the Royal Society of Chemistry (2016), the Netherlands Scholar Award for Supramolecular Chemistry (2019), an Arthur C. Cope Scholar Award from the American Chemical Society (2021), and the Scoffone Prize from the Italian Peptide Society (2022).</p>",https://americanpeptidesociety.org/wp-content/uploads/2022/12/Wennemers.jpg,wennemers-helma,publish
14965,"Waters, Marcey",,2023-11-10 20:16:04,https://americanpeptidesociety.org/award/waters-marcey/,,duvigneaud,2023,Marcey,Waters,University of North Carolina at Chapel Hill,"<p>Prof. Marcey Waters earned a bachelor’s degree in chemistry at UC San Diego in 1992 after beginning her scientific career in the laboratory of Professor Charles Perrin in physical organic chemistry. She then completed a Ph.D. in chemistry from the University Chicago for her research in mechanistic organometallic chemistry in the group of Bill Wulff in 1997. She subsequently pursued research in bioorganic chemistry as an NIH postdoctoral fellow with Dr. Ronald Breslow at Columbia University. She joined the faculty of UNC Chapel Hill in 1999 where she is now the Glen Elder, Jr., Distinguished Professor of Chemistry. </p>
<p>Prof. Waters began work in peptides when she started her independent career and her early work focused on the study of beta-hairpin folding and function. Her current work focuses on the study of the molecular recognition of post-translational modifications and their isosteres in histone tail peptides in their role in the epigenetic regulation of gene expression. She served as the President of the American Peptide Society from 2017 to 2019. She is an AAAS fellow and has been recognized by UNC and the Association for Women Faculty and Professionals as a leader in mentorship for women and students from disadvantaged backgrounds. She has also received numerous teaching awards.</p>",https://americanpeptidesociety.org/wp-content/uploads/2022/12/Waters.jpg,waters-marcey,publish
14966,"Tam, James P.",,2023-11-10 20:16:04,https://americanpeptidesociety.org/award/tam-james-p-5/,,goodman,2023,James P.,Tam,Nanyang Technological University,"<p>James P. Tam got his Ph.D. in Medicinal Chemistry with Daniel Rich at the University of Wisconsin, Madison and his postdoctoral training with Bruce Merrifield at The Rockefeller University. He held appointments as Associate Professor at The Rockefeller University (1982-1991), Professor at Vanderbilt University (1991-2004) and The Scripps Research Institute (2004-2008). He is currently the Lee Wee Nam Professor and the Director of the Synzymes and Natural Products Center in School of Biological Sciences, Nanyang Technological University which he served as the Founding Dean of the School of Biological Sciences, the Founding Director of Biological Research Center and the Founding Director of the double-degree program in Biomedical Science and Chinese Medicine at Nanyang Technological University, Singapore. <p/>
<p>His research interests cover peptide chemistry, discovery and applications for developing peptide biologics. He invented peptide dendrimers as protein mimetics in the 1980s for immunologics and synthetic vaccines, chemical ligations in the 1990s, and enzymatic Asx-ligation in 2010s. His recent research work focuses on the discovery, design and development of therapeutics for health extension, particularly ultra-stable, orally-active peptide biologics from medicinal plants. He has published >420 papers in these areas of research.  <p/>
<p>He has won major awards for his peptide research, including Vincent du Vigneaud Award, Bruce Merrifield award, Rao Makineni Lecture, all from the American Peptide Society, Akabori Memorial Award from the Japanese Peptide Society, Josef Rudinger Memorial Lecture Award, from the European Peptide Society, Cathay Award from the Chinese Peptide Society, and the Ralph Hirschman award from the American Chemical Society. In addition to mentor 31 PhD students, he has mentored >400 undergraduate students for their research and has been honored many times for his teaching, including Inspirational Mentorship of Koh Boon Hwee Scholars in 2012, 2013 and 2015, and International Traditional Chinese Medicine Contribution Award by the World Foundation of Chinese Medicine Society. He was elected as a Fellow by Singapore National Academy of Science in 2018. </p>",https://americanpeptidesociety.org/wp-content/uploads/2023/01/TamJames.jpg,tam-james-p-5,publish
14967,"de la Fuente, César",,2023-11-10 20:16:04,https://americanpeptidesociety.org/award/de-la-fuente-cesar/,,makineni,2023,César,de la Fuente,University of Pennsylvania,"<p>César de la Fuente is a Presidential Assistant Professor at the University of Pennsylvania. De la Fuente is an NIH MIRA investigator and has received broad recognition and research funding. Prof. de la Fuente has received over 50 awards. He was recognized by MIT Technology Review as one of the world’s top innovators for “digitizing evolution to make better antibiotics”. He was selected as the inaugural recipient of the Langer Prize, an ACS Kavli Emerging Leader in Chemistry, and received the AIChE’s 35 Under 35 Award and the ACS Infectious Diseases Young Investigator Award. In 2021, he received the Thermo Fisher Award, and the EMBS Academic Early Career Achievement Award “For the pioneering development of novel antibiotics designed using principles from computation, engineering, and biology.”</p>
<p> Recently, Prof. de la Fuente was awarded the prestigious Princess of Girona Prize for Scientific Research, the ASM Award for Early Career Applied and Biotechnological Research and has been named a Highly Cited Researcher by Clarivate several times. Prof. de la Fuente has given over 200 invited lectures and his scientific discoveries have yielded over 110 publications, including papers in <i>Nature Biomedical Engineering, Nature Communications, PNAS, ACS Nano, Cell, Nature Chemical Biology, Advanced Materials</i>, and multiple patents.  </p>
<p>Photo credit ©MART E. BERENGUER</p>",https://americanpeptidesociety.org/wp-content/uploads/2023/01/Cesar-photo-e1673364511969.jpg,de-la-fuente-cesar,publish
