news_item_id,news_item_entry_date,news_item_pi_first_name,news_item_pi_last_name,news_item_pi_title,news_item_pi_institution,news_item_pi_website,news_item_short_title,news_item_blurb,news_item_full_text,news_item_image_name,news_item_full_title,news_item_authors,news_item_citation,news_item_journal_url
19326,12/17/24,Carlos R.,Baiz,Associate Professor,University of Texas at Austin,,Biomolecular Condensates,Biomolecular condensates provide a mechanism for compartmentalization of biomolecules in eukaryotic cells. These liquid-like condensates are formed via liquid–liquid phase separation,"<p>Biomolecular condensates provide a mechanism for compartmentalization of biomolecules in eukaryotic cells. These liquid-like condensates are formed via liquid–liquid phase separation, by a plethora of interactions, and can mediate several biological processes in healthy cells.</p>
<p>Expansions of dipeptide repeat proteins, DPRs, in which arginine rich DPRs like poly-proline-arginine, PR, and poly-glycine-arginine, GR, partition RNA into condensates can however induce cell toxicity.</p>
<img alt=""Baiz Group"" class=""img-responsive"" src=""baiz_group.jpg""/>
<p class=""small"">The Baiz Group</p>
<p>Published in <em>JACS</em>, researchers in the Baiz Group at the university of Texas at Austin use (GR)20 as a model for biological poly-GR and condense it using either excluded volume interactions with polyethylene glycol, PEG, as a crowder or direct electrostatic interactions with RNA oligomers. Using two-dimensional infrared, 2D IR, spectroscopy, the group members observed that (GR)20 condensed through an excluded volume forms β-sheet structures, whereas (GR)20 condensed with RNA forms loops.</p>
<p>The Baiz group also investigated local hydrogen-bond dynamics in the condensate and compare the measurements with molecular dynamics simulations. Hydrogen bond lifetimes undergo a marked slowdown compared to dynamics in the dilute phase. This is representative of confined water within the percolated networks inside the condensate due to the interaction present in the condensate disrupting H-bond networks.</p>
<p>Overall, these results show that both protein structure and dynamics are inherently dependent on the type of interactions that stabilize the condensates.</p>",baiz_jacs_dec-24.jpg,Interaction-Dependent Secondary Structure of Peptides in Biomolecular Condensates,"Keegan A. Lorenz-Ochoa, Moonyeon Cho, Sapun H. Parekh, Carlos R. Baiz","<em>J. Am. Chem. Soc.</em>, 2024, 146, 49, 33616–33625",https://doi.org/10.1021/jacs.4c11226
18033,9/16/24,Santanu,Bhattacharya,Professor,"School of Applied and Interdisciplinary Sciences, Kolkata, India",https://iacs.res.in/athusers/index.php?navid=0&userid=IACS0058,Polarized Luminescence,"Circularly polarized luminescence, CPL, is gaining interest across various disciplines, including materials science, pharmaceuticals, and sensing technologies. Organic molecules...","<p>Circularly polarized luminescence, CPL, is gaining interest across various disciplines, including materials science, pharmaceuticals, and sensing technologies. Organic molecules, due to their ease of synthesis and reduced toxicity, are a focus for achieving high dissymmetry values, g<sub>lum</sub>, in CPL.</p>
<p>In work published in <em>Chemical Science</em>, researchers in the Bhattacharya lab from the School of Applied and Interdisciplinary Sciences, Indian Association for the Cultivation of Science, Kolkata, India, present a low molecular weight molecule, <strong>1</strong>, a dipeptide, Ala–Phe, covalently linked with tetraphenyl-ethylene, TPE, an Aggregation-Induced Emission luminophore, AIE-gen.</p>
<p>Varying the stereochemistry of amino acid chiral centers, the lab members synthesized homochiral <strong>1</strong>-(L, L) &amp; <strong>1</strong>-(D, D) and heterochiral <strong>1</strong>-(L, D) and <strong>1</strong>-(D, L). In aqueous media, these molecules exhibit aggregation-induced chirality at the TPE chromophore. Heterochiral systems form sheet-like structures, displaying a bisignate induced circular dichroism signal and a good g<sub>lum</sub> value for CPL [7.5 (±0.04) × 10−3]. Conversely, homochiral systems adopt fibrillar morphology, exhibiting a monosignate induced circular dichroism signal with a lower dissymmetry value for CPL [1.3 (±0.05) × 10−3].</p>
<p>This study introduces the concept of chiroptical amplification, emphasizing enhanced CPL through heterochiral peptide-induced CPL compared to its homochiral counterpart, with an ON and OFF CPL signal at low and high temperature respectively.</p>",bhattacharya_luminescence.jpg,Enhanced Circularly Polarized Luminescence Attained via Self-Assembly of Heterochiral as Opposed to Homochiral Dipeptides in Water,"Sayan Bera, Umesh, and Santanu Bhattacharya","<em>Chem. Sci.</em>, 2024, 15, 13987-13997",https://pubs.rsc.org/en/content/articlelanding/2024/sc/d4sc01631a
16560,3/27/24,Christoph,Nitsche,Associate Professor,"Research School of Chemistry, Australian National University",https://chemistry.anu.edu.au/research/research-groups/nitsche-group,Bicyclic Peptides,Bicyclic peptides have emerged as one of the driving forces within the constrained peptide family. Due to their unique pharmaceutical attributes...,"<p>In a review, published in <i>Peptide Science</i>, Sven Ullrich and Christoph Nitsche from the Research School of Chemistry, Australian National University, Canberra, ACT, Australia, aim to provide a comprehensive overview of the most recent progress in the field of Bicyclic peptides.</p>
<p>Bicyclic peptides have emerged as one of the driving forces within the constrained peptide family. Due to their unique pharmaceutical attributes, peptide bicycles have garnered a reputation as promising therapeutics of the future. Combining advantages of small molecule therapeutics and biologics, the target binding qualities of this highly constrained class of molecules have been likened to those of antibodies.</p>
<img alt=""The Nitsche Group"" class=""img-responsive"" src=""nitsche_group.jpg"" style=""margin-bottom: 19px;""/>
<p>Over the past 5 years, the field of bicyclic peptides has advanced significantly. New bicyclic secondary peptide metabolites have been discovered in aquatic organisms and, importantly, a diverse assortment of bicyclic peptides has been synthesized <i>de novo</i>, exploring new chemical scaffolds. Biocompatible synthetic strategies that are suitable for large library screening platforms have helped to progress bicyclic peptides into clinical trials.</p>",bicyclic_peptides_nitsche.jpg,Bicyclic Peptides: Paving the Road for Therapeutics of the Future,"Sven Ullrich, Christoph Nitsche","<em>Peptide Science</em>, 2024, Volume 116, Issue 2",https://doi.org/10.1002/pep2.24326
15284,3/2/21,Ashraf,Brik,Prof.,Technion-Israel Institute of Technology,https://ashrafbrik.technion.ac.il/,Peptide Synthesis,"Despite six decades of efforts to synthesize peptides and proteins bearing multiple disulfide bonds, this synthetic challenge remains an unsolved problem...","<p>Despite six decades of efforts to synthesize peptides and proteins bearing multiple disulfide bonds, this synthetic challenge remains an unsolved problem in most targets (e.g., knotted mini proteins).</p>
<p>Here the authors show a de novo general synthetic strategy for the ultrafast, high-yielding formation of two and three disulfide bonds in peptides and proteins. They developed an approach based on the combination of a small molecule, ultraviolet-light, and palladium for chemo- and regio-selective activation of cysteine, which enables the one-pot formation of multiple disulfide bonds in various peptides and proteins.</p>
<p>They prepared bioactive targets of high therapeutic potential, including conotoxin, RANTES, EETI-II, and plectasin peptides and the linaclotide drug. They anticipate that this strategy will be a game-changer in preparing millions of inaccessible targets for drug discovery.</p>",brik-e1614721318684.jpg,General synthetic strategy for regioselective ultrafast formation of disulfide bonds in peptides and proteins,"Shay Laps, Fatima Atamleh, Guy Kamnesky, Hao Sun & Ashraf Brik",NATURE COMMUNICATIONS (2021) 12:870,https://www.nature.com/articles/s41467-021-21209-0
17468,5/24/24,Patrick M.,Sexton,Professor,Monash University,https://research.monash.edu/en/persons/patrick-sexton,CGRP-Responsive Receptor,"Inhibition of calcitonin gene-related peptide, CGRP, or its cognate CGRP receptor, CGRPR, has arisen as a major breakthrough in the treatment...","<p>Inhibition of calcitonin gene-related peptide, CGRP, or its cognate CGRP receptor, CGRPR, has arisen as a major breakthrough in the treatment of migraine. However, a second CGRP-responsive receptor exists, the amylin, Amy, 1 receptor, AMY<sub>1</sub>R, yet its involvement in the pathology of migraine is poorly understood. AMY<sub>1</sub>R and CGRPR are heterodimers consisting of receptor activity-modifying protein 1, RAMP<sub>1</sub>, with the calcitonin receptor, CTR, and the calcitonin receptor-like receptor, CLR, respectively.</p>
<p>In research published in <em>Biochemistry,</em> members from the Sexton and Wootten Labs, present the structure of AMY<sub>1</sub>R in complex with CGRP and Gs protein and compare it with the reported structures of the AMY<sub>1</sub>R complex with rat amylin, rAmy, and the CGRPR in complex with CGRP. Despite similar protein backbones observed within the receptors and the N- and C-termini of the two peptides bound to the AMY<sub>1</sub>R complexes, they have distinct organization in the peptide midregions - the bypass motif - that is correlated with differences in the dynamics of the respective receptor extracellular domains. Moreover, divergent conformations of extracellular loop, ECL3, intracellular loop, ICL2, and ICL3 within the CTR and CLR protomers are evident when comparing the CGRP bound to the CGRPR and AMY<sub>1</sub>R, which influences the binding mode of CGRP.</p>
<p>These findings suggest that CGRP activation of the AMY<sub>1</sub>R occurs via a partially differentiated mechanism relative to interaction and activation of the canonical CGRPR. Nonetheless, the structural conservation of the ECD heterodimeric cleft between the two receptors and the conserved interactions of the peptide C-termini with the CGRPR and AMY<sub>1</sub>R are likely responsible for the cross-reactivity of clinical CGRPR blockers across both receptors.</p>",cgrp_recepto_sexton_1.jpg,Cryo-EM Structure of the Human Amylin 1 Receptor in Complex with CGRP and Gs Protein,"Jianjun Cao, Matthew J. Belousoff, Radostin Danev, Arthur Christopoulos, Denise Wootten, and Patrick M. Sexton","<em>Biochemistry</em>, 2024, 63, 9, 1089–1096",https://doi.org/10.1021/acs.biochem.4c00114
17540,6/3/24,James,Checco,Assistant Professor,University of Nebraska at Lincoln,http://chemweb.unl.edu/checco/,Peptide Receptors,Peptide–receptor interactions play critical roles in a wide variety of physiological processes. Methods to link bioactive peptides covalently to unmodified receptors...,"<p>Peptide–receptor interactions play critical roles in a wide variety of physiological processes. Methods to link bioactive peptides covalently to unmodified receptors on the surfaces of living cells are valuable for studying receptor signaling, dynamics, and trafficking and for identifying novel peptide–receptor interactions.</p>
<p>Sheryl Sharma, Michael J. Naldrett, Makayla J. Gill, and James W. Checco from the University of Nebraska-Lincoln, published in <em>JACS</em>, utilize peptide analogues bearing deactivated aryl diazonium groups for the affinity-driven labeling of unmodified receptors. They demonstrate that aryl diazonium-bearing peptide analogues can covalently label receptors on the surface of living cells using both the neurotensin and the glucagon-like peptide 1 receptor systems. Receptor labeling occurs in the complex environment of the cell surface in a sequence-specific manner.</p>
<img alt=""The Checco Group"" class=""img-responsive"" src=""checco_group.jpg""/>
<p class=""small"">The Checco Group</p>
<p>The researchers further demonstrate the utility of this covalent labeling approach for the visualization of peptide receptors by confocal fluorescence microscopy and for the enrichment and identification of labeled receptors by mass spectrometry-based proteomics. Aryl diazonium-based affinity-driven receptor labeling is attractive due to the high abundance of tyrosine and histidine residues susceptible to azo coupling in the peptide binding sites of receptors, the ease of incorporation of aryl diazonium groups into peptides, and the relatively small size of the aryl diazonium group.</p>
<p>This approach should prove to be a powerful and relatively general method to study peptide–receptor interactions in cellular contexts.</p>",checco_jacs_may_24.jpg,Affinity-Driven Aryl Diazonium Labeling of Peptide Receptors on Living Cells,"Sheryl Sharma, Michael J. Naldrett, Makayla J. Gill, and James W. Checco","<em>J. Am. Chem. Soc.</em> 2024, 146, 19, 13676–13688",https://doi.org/10.1021/jacs.4c04672
15305,10/13/20,Chandra,Verma,Dr.,"Bioinformatics Institute, A*STAR",https://web.bii.a-star.edu.sg/~chandra/,Cell Permeability,"In a larger collaborative effort, these researchers have combined the strategies to identify the first examples of all-D α-helical stapled and stitched peptides.","<p>Peptide-based molecules hold great potential as targeted inhibitors of intracellular protein–protein interactions (PPIs). Indeed, the vast diversity of chemical space conferred through their primary, secondary and tertiary structures allows these molecules to be applied to targets that are typically deemed intractable via small molecules.<p></p>
<p> However, the development of peptide therapeutics has been hindered by their limited conformational stability, proteolytic sensitivity and cell permeability. Several contemporary peptide design strategies are aimed at addressing these issues. <p></p>
<p>Strategic macrocyclization through optimally placed chemical braces such as olefinic hydrocarbon crosslinks, commonly referred to as staples, may improve peptide properties by (i) restricting conformational freedom to improve target affinities, (ii) improving proteolytic resistance, and (iii) enhancing cell permeability.<p></p>
<p> As a second strategy, molecules constructed entirely from D-amino acids are hyper-resistant to proteolytic cleavage, but generally lack conformational stability and membrane permeability. <p></p>
<p>Since neither approach is a complete solution, these researchers have combined the strategies to identify the first examples of all-D α-helical stapled and stitched peptides. As a template, they used a recently reported all D-linear peptide that is a potent inhibitor of the p53–Mdm2 interaction, but is devoid of cellular activity.<p></p>
<p> To design both stapled and stitched all-D-peptide analogues, they used computational modelling to predict optimal staple placement. The resultant novel macrocyclic all D-peptide was determined to exhibit increased α-helicity, improved target binding, complete proteolytic stability and, most notably, cellular activity.<p></p></p></p></p></p></p></p>",Chemical-Science.jpg,Macrocyclization of an all-D linear α-helical peptide imparts cellular permeability,"Srinivasaraghavan Kannan, Pietro G. A. Aronica, Simon Ng, Dawn Thean Gek Lian, Yuri Frosi, Sharon Chee, Jiang Shimin, Tsz Ying Yuen, Ahmad Sadruddin, Hung Yi Kristal Kaan, Arun Chandramohan, Jin Huei Wong, Yaw Sing Tan, Zi Wei Chang, Fernando J. Ferrer-Gago, Prakash Arumugam, Yi Han, Shiying Chen, Laurent Rénia, Christopher J. Brown, Charles W. Johannes, Brian Henry, David P. Lane, Tomi K. Sawyer, Chandra S. Verma and Anthony W. Partridge","Chem. Sci., 2020, 11, 5577-5591",https://pubs.rsc.org/en/content/articlehtml/2020/sc/c9sc06383h
15327,4/25/21,Christian,Schwarz,Dr.,Numaferm,https://numaferm.com/,Production Technology,"The production of peptides as active pharmaceutical ingredients (APIs) by recombinant technologies is of emerging interest. A reliable production platform, however...","<p>The production of peptides as active pharmaceutical ingredients (APIs) by recombinant technologies is of emerging interest. A reliable production platform, however, is still missing due to the inherent characteristics of peptides such as proteolytic sensitivity, aggregation, and cytotoxicity.</p>
<p>Numaswitch, a new technology solving present limitations. Numaswitch was successfully employed for the production of diverse peptides and small proteins varying in length,
physicochemical and functional characteristics, including Teriparatide, Linaclotide, human β- amyloid and Serum amyloid A3.</p>
<p>Additionally, the potential of Numaswitch for a cost-efficient commercial production is demonstrated yielding &gt; 2 g Teriparatide per liter fermentation broth in a quality meeting API standard.</p>",Christian-Schwaz-e1619359982698.jpg,Numaswitch – an efficient high-titer expression platform to produce peptides and small proteins,"Bach‑Ngan Nguyen, Florian Tieves, Thomas Rohr, Hilke Wobst, Felix S. Schöpf, Jóse D. Montoya Solano, Julia Schneider, Janpeter Stock, Andreas Uhde, Thomas Kalthof, Karl Erich Jaeger, Lutz Schmitt and Christian Schwarz",AMB Expr (2021) 11:48,https://doi.org/10.1186/s13568-021-01204-w
17699,7/17/24,Benjamin J.,Compton,Principal Scientist,Victoria University of Wellington,,Antihapten Antibodies,Eliciting an antihapten antibody response to vaccination typically requires the use of constructs where multiple copies of the hapten are covalently attached to a larger carrier molecule...,"<p>Eliciting an antihapten antibody response to vaccination typically requires the use of constructs where multiple copies of the hapten are covalently attached to a larger carrier molecule. The carrier is required to elicit T cell help via presentation of peptide epitopes on major histocompatibility complex, MHC, class II molecules; as such, attachment to full-sized proteins, alone or in a complex, is generally used to account for the significant MHC diversity in humans.</p>
<p>While such carrier-based vaccines have proven extremely successful, particularly in protecting against bacterial diseases, they can be challenging to manufacture, and repeated use can be compromised by pre-existing immunity against the carrier. One approach to reducing these complications is to recruit help from type I natural killer T, NKT, cells, which exhibit limited diversity in their antigen receptors and respond to glycolipid antigens presented by the highly conserved presenting molecule CD1d. Synthetic vaccines for universal use can, therefore, be prepared by conjugating haptens to an NKT cell agonist such as α-galactosylceramide, αGalCer, KRN7000. An additional advantage is that the quality of NKT cell help is sufficient to overcome the need for an extra immune adjuvant. However, while initial studies with αGalCer-hapten conjugate vaccines report strong and rapid antihapten antibody responses, they can fail to generate lasting memory.</p>
<img alt=""Benji Compton and Lisa Connor"" class=""img-responsive"" src=""connor_compton.jpg""/>
<p class=""small"">Senior authors Benji Compton and Lisa Connor</p>
<p>This collaborative work between the Compton Group at the Ferrier Research Institute at Victoria University of Wellington, NZ, and the Connor Group at the Malaghan Institute of Medical Research, Wellington, NZ, published in <em>ACS Chemical Biology</em> shows that antibody responses to the hapten 4-hydoxy-3-nitrophenyl acetyl, NP, can be improved through additional attachment of a fusion peptide containing a promiscuous helper T cell epitope, Pan DR epitope, PADRE, that binds diverse MHC class II molecules.</p>
<p>Such αGalCer-hapten-peptide tricomponent vaccines generate strong and sustained anti-NP antibody titers with increased hapten affinity compared to vaccines without the helper epitope. The tricomponent vaccine platform is therefore suitable for further exploration in the pursuit of efficacious antihapten immunotherapies.</p>",compton_connor_ACSchembiol_JUN24.jpg,A Glycolipid-Peptide-Hapten Tricomponent Conjugate Vaccine Generates Durable Antihapten Antibody Responses in Mice,"Theresa E. Pankhurst, Isabelle Montgomerie, Andrew Marshall, Sarah L. Draper, Tim Bilbrough, Kaileen R. Button, Olga R. Palmer, Ian F. Hermans, Gavin F. Painter, Lisa M. Connor, and Benjamin J. Compton","<em>ACS Chem. Biol.</em>, 2024, 19, 6, 1366–1375",https://doi.org/10.1021/acschembio.4c00214
15298,9/10/20,Al-Abed,Yousef,Dr.,Feinstein Institutes for Medical Research,https://feinstein.northwell.edu/institutes-researchers/our-researchers/yousef-al-abed-md,COVID-19 Therapeutics,"In this review, the researchers summarize peptide and peptide based therapeutics that target one main entry pathway of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)...","<p>During a disease outbreak/pandemic situation such as COVID-19, researchers are in a prime position to identify and develop peptide-based therapies, which could be more rapidly and cost-effectively advanced into a clinical setting. One drawback of natural peptide drugs, however, is their proteolytic instability; peptidomimetics can help to overcome this caveat. <p></p>
<p>In this review, the researchers summarize peptide and peptide based therapeutics that target one main entry pathway of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which involves the host angiotensin-converting enzyme-2 (ACE2) receptor and viral spike (S) protein interaction. Furthermore, they discuss the advantages of peptidomimetics and other potential targets that have been studied using peptide-based therapeutics for COVID-19.<p></p></p></p>",COVID.jpg,Evidence supporting the use of peptides and peptidomimetics as potential SARS-CoV-2 (COVID-19) therapeutics,"Sonya VanPatten, Mingzhu He, Ahmad Altiti, Kai F Cheng, Mustafa H Ghanem & Yousef Al-Abed",10.4155/fmc-2020-0180,https://www.future-science.com/doi/full/10.4155/fmc-2020-0180
15283,6/7/20,David,Craik,Prof.,The University of Queensland,https://imb.uq.edu.au/protein-structure-in-drug-and-insecticide-design,Cyclotide Production,"In this manuscript researchers in Dr. Craik's lab describe a strategy to improve the production of cyclotides, which are usually produced and cyclized synthetically at a high cost and environmental impact for large scale.","<p> Cyclotides are a class of cyclic disulfide-rich peptides found in plants that have been adopted as a molecular scaffold for pharmaceutical applications due to their inherent stability and ability to penetrate cell membranes.  One strategy to improve the production is to combine a recombinant production system with native enzyme-mediated cyclization. Asparaginyl endopeptidases (AEPs) are enzymes that can act as peptide ligases in certain plants to facilitate cyclotide maturation. One of these ligases, OaAEP1b, originates from the cyclotide-producing plant, <em>Oldenlandia affinis</em>, and can be produced recombinantly for use <em>in vitro</em> as an alternative to chemical cyclization of recombinant substrates. However, not all engineered cyclotides are compatible with AEP-mediated cyclization because new pharmaceutical epitopes often replace the most flexible region of the peptide, where the native cyclization site is located. <p></p>
<p> Dr. Craik and colleagues have redesigned a popular cyclotide grafting scaffold, MCoTI-II, to incorporate an AEP cyclization site located away from the usual grafting region. They demonstrate the incorporation of a bioactive peptide sequence in the most flexible region of MCoTI-II while maintaining AEP compatibility, where the two were previously mutually exclusive. They anticipate that our AEP-compatible scaffold, based on the most popular cyclotide for pharmaceutical applications, will be useful in designing bioactive cyclotides that are compatible with AEP-mediated cyclization and will, therefore, open up the possibility of larger-scale enzyme-mediated production of recombinant or synthetic cyclotides alike.  <p></p></p></p>",cyclotide_production2.jpg,Circular Permutation of the Native Enzyme-Mediated Cyclization Position in Cyclotides,"Bronwyn J. Smithies, Yen-Hua Huang, Mark A. Jackson, Kuok Yap, Edward K. Gilding, Karen S. Harris, Marilyn A. Anderson, and David J. Craik","ACS Chem. Biol. 2020, 15, 4, 962–969",https://pubs.acs.org/doi/full/10.1021/acschembio.9b00996
